Date,Time,Away,Home,Venue,TZ,Description
2023-06-19,07:10 PM,Colorado Rockies,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-06-19,07:10 PM,Kansas City Royals,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-06-19,06:40 PM,Boston Red Sox,Minnesota Twins,Target Field,US/Central,Regular Season
2023-06-19,07:10 PM,Texas Rangers,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-06-19,07:10 PM,Arizona Diamondbacks,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-06-19,06:45 PM,San Diego Padres,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-06-19,06:10 PM,New York Mets,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-06-20,06:40 PM,Baltimore Orioles,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-06-20,06:40 PM,Atlanta Braves,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-06-20,06:40 PM,Toronto Blue Jays,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-06-20,07:05 PM,Chicago Cubs,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-06-20,07:05 PM,St. Louis Cardinals,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-06-20,07:05 PM,Seattle Mariners,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-06-20,07:10 PM,Colorado Rockies,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-06-20,07:10 PM,Kansas City Royals,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-06-20,06:40 PM,Boston Red Sox,Minnesota Twins,Target Field,US/Central,Regular Season
2023-06-20,07:10 PM,Texas Rangers,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-06-20,07:10 PM,Arizona Diamondbacks,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-06-20,06:45 PM,San Diego Padres,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-06-20,07:05 PM,Los Angeles Dodgers,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-06-20,07:10 PM,Oakland Athletics,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-06-20,06:10 PM,New York Mets,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-06-21,12:10 PM,Baltimore Orioles,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-06-21,12:10 PM,Toronto Blue Jays,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-06-21,12:35 PM,Colorado Rockies,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-06-21,12:35 PM,Chicago Cubs,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-06-21,01:05 PM,St. Louis Cardinals,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-06-21,01:10 PM,Kansas City Royals,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-06-21,01:10 PM,Arizona Diamondbacks,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-06-21,06:40 PM,Atlanta Braves,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-06-21,07:05 PM,Seattle Mariners,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-06-21,06:40 PM,Boston Red Sox,Minnesota Twins,Target Field,US/Central,Regular Season
2023-06-21,07:10 PM,Texas Rangers,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-06-21,06:38 PM,Los Angeles Dodgers,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-06-21,06:45 PM,San Diego Padres,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-06-21,12:10 PM,New York Mets,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-06-21,07:10 PM,Oakland Athletics,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-06-22,01:05 PM,Atlanta Braves,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-06-22,12:10 PM,Boston Red Sox,Minnesota Twins,Target Field,US/Central,Regular Season
2023-06-22,12:45 PM,San Diego Padres,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-06-22,06:40 PM,Kansas City Royals,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-06-22,06:40 PM,Pittsburgh Pirates,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-06-22,07:05 PM,Seattle Mariners,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-06-22,01:10 PM,Oakland Athletics,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-06-23,06:40 PM,Kansas City Royals,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-06-23,06:40 PM,Atlanta Braves,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-06-23,06:40 PM,Pittsburgh Pirates,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-06-23,07:05 PM,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-06-23,07:05 PM,New York Mets,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-06-23,07:05 PM,Texas Rangers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-06-23,07:07 PM,Oakland Athletics,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-06-23,07:10 PM,Minnesota Twins,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-06-23,07:10 PM,Boston Red Sox,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-06-23,06:40 PM,Los Angeles Angels,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-06-23,06:40 PM,Washington Nationals,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-06-23,07:10 PM,Houston Astros,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-06-23,07:15 PM,Arizona Diamondbacks,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-06-23,07:10 PM,Milwaukee Brewers,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-06-24,06:10 PM,Chicago Cubs,St. Louis Cardinals,London Stadium,GB,Regular Season
2023-06-24,04:05 PM,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-06-24,01:05 PM,Arizona Diamondbacks,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-06-24,04:05 PM,New York Mets,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-06-24,04:05 PM,Texas Rangers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-06-24,04:07 PM,Oakland Athletics,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-06-24,04:10 PM,Kansas City Royals,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-06-24,04:10 PM,Atlanta Braves,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-06-24,03:10 PM,Boston Red Sox,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-06-24,04:10 PM,Pittsburgh Pirates,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-06-24,04:15 PM,Houston Astros,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-06-24,07:15 PM,Minnesota Twins,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-06-24,05:40 PM,Washington Nationals,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-06-24,07:10 PM,Los Angeles Angels,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-06-24,04:10 PM,Milwaukee Brewers,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-06-25,03:10 PM,Chicago Cubs,St. Louis Cardinals,London Stadium,GB,Regular Season
2023-06-25,01:35 PM,Seattle Mariners,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-06-25,01:35 PM,New York Mets,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-06-25,01:37 PM,Oakland Athletics,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-06-25,01:40 PM,Kansas City Royals,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-06-25,01:40 PM,Minnesota Twins,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-06-25,01:40 PM,Atlanta Braves,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-06-25,01:40 PM,Pittsburgh Pirates,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-06-25,01:10 PM,Boston Red Sox,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-06-25,01:10 PM,Los Angeles Angels,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-06-25,01:05 PM,Arizona Diamondbacks,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-06-25,01:10 PM,Houston Astros,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-06-25,01:10 PM,Washington Nationals,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-06-25,03:33 AM,Texas Rangers,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-06-25,01:40 PM,Milwaukee Brewers,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-06-26,07:05 PM,Cincinnati Reds,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-06-26,07:10 PM,Milwaukee Brewers,New York Mets,Citi Field,US/Eastern,Regular Season
2023-06-26,07:20 PM,Minnesota Twins,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-06-26,06:05 PM,Detroit Tigers,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-06-26,06:38 PM,Chicago White Sox,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-06-26,06:40 PM,Washington Nationals,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-06-27,07:05 PM,Cincinnati Reds,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-06-27,07:05 PM,San Diego Padres,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-06-27,07:07 PM,San Francisco Giants,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-06-27,07:10 PM,Miami Marlins,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-06-27,07:10 PM,Milwaukee Brewers,New York Mets,Citi Field,US/Eastern,Regular Season
2023-06-27,07:20 PM,Minnesota Twins,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-06-27,06:45 PM,Houston Astros,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-06-27,06:05 PM,Detroit Tigers,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-06-27,07:05 PM,Philadelphia Phillies,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-06-27,07:10 PM,Cleveland Guardians,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-06-27,06:40 PM,Los Angeles Dodgers,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-06-27,06:38 PM,Chicago White Sox,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-06-27,06:40 PM,Washington Nationals,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-06-27,06:40 PM,New York Yankees,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-06-27,06:40 PM,Tampa Bay Rays,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-06-28,12:20 PM,Minnesota Twins,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-06-28,01:10 PM,Washington Nationals,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-06-28,07:05 PM,Cincinnati Reds,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-06-28,07:05 PM,San Diego Padres,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-06-28,07:07 PM,San Francisco Giants,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-06-28,07:10 PM,Miami Marlins,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-06-28,07:10 PM,Milwaukee Brewers,New York Mets,Citi Field,US/Eastern,Regular Season
2023-06-28,06:45 PM,Houston Astros,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-06-28,06:05 PM,Detroit Tigers,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-06-28,07:05 PM,Philadelphia Phillies,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-06-28,07:10 PM,Cleveland Guardians,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-06-28,06:40 PM,Los Angeles Dodgers,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-06-28,06:38 PM,Chicago White Sox,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-06-28,06:40 PM,New York Yankees,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-06-28,06:40 PM,Tampa Bay Rays,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-06-29,12:35 PM,San Diego Padres,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-06-29,12:05 PM,Detroit Tigers,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-06-29,01:10 PM,Cleveland Guardians,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-06-29,12:37 PM,New York Yankees,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-06-29,01:07 PM,Chicago White Sox,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-06-29,06:10 PM,Miami Marlins,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-06-29,07:07 PM,San Francisco Giants,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-06-29,07:10 PM,Milwaukee Brewers,New York Mets,Citi Field,US/Eastern,Regular Season
2023-06-29,06:15 PM,Houston Astros,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-06-29,07:05 PM,Philadelphia Phillies,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-06-29,06:40 PM,Los Angeles Dodgers,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-06-29,12:40 PM,Tampa Bay Rays,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
2023-06-30,01:20 PM,Cleveland Guardians,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-06-30,06:05 PM,Washington Nationals,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-06-30,07:05 PM,Minnesota Twins,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-06-30,07:05 PM,Milwaukee Brewers,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-06-30,07:07 PM,Boston Red Sox,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-06-30,07:10 PM,San Diego Padres,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-06-30,07:10 PM,San Francisco Giants,New York Mets,Citi Field,US/Eastern,Regular Season
2023-06-30,07:20 PM,Miami Marlins,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-06-30,06:05 PM,Houston Astros,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-06-30,06:10 PM,Detroit Tigers,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-06-30,07:10 PM,Los Angeles Dodgers,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-06-30,07:15 PM,New York Yankees,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-06-30,06:38 PM,Arizona Diamondbacks,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-06-30,06:40 PM,Chicago White Sox,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-06-30,07:10 PM,Tampa Bay Rays,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-07-01,01:40 PM,San Diego Padres,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-07-01,01:15 PM,New York Yankees,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-07-01,03:07 PM,Boston Red Sox,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-07-01,02:05 PM,Houston Astros,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-07-01,04:05 PM,Minnesota Twins,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-07-01,04:05 PM,Washington Nationals,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-07-01,04:05 PM,Milwaukee Brewers,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-07-01,01:07 PM,Chicago White Sox,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-07-01,04:10 PM,San Francisco Giants,New York Mets,Citi Field,US/Eastern,Regular Season
2023-07-01,06:15 PM,Cleveland Guardians,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-07-01,06:15 PM,Los Angeles Dodgers,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-07-01,04:15 PM,Tampa Bay Rays,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-07-01,07:10 PM,Detroit Tigers,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-07-01,07:07 PM,Arizona Diamondbacks,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-07-01,04:10 PM,Miami Marlins,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-07-02,01:30 PM,Miami Marlins,Atlanta Braves,Truist Park,US/Eastern,Regular Season
2023-07-02,01:35 PM,Minnesota Twins,Baltimore Orioles,Oriole Park at Camden Yards,US/Eastern,Regular Season
2023-07-02,01:35 PM,Washington Nationals,Philadelphia Phillies,Citizens Bank Park,US/Eastern,Regular Season
2023-07-02,01:35 PM,Milwaukee Brewers,Pittsburgh Pirates,PNC Park,US/Eastern,Regular Season
2023-07-02,01:37 PM,Boston Red Sox,Toronto Blue Jays,Rogers Centre,Canada/Eastern,Regular Season
2023-07-02,01:40 PM,San Diego Padres,Cincinnati Reds,Great American Ball Park,US/Eastern,Regular Season
2023-07-02,01:40 PM,San Francisco Giants,New York Mets,Citi Field,US/Eastern,Regular Season
2023-07-02,01:10 PM,Los Angeles Dodgers,Kansas City Royals,Kauffman Stadium,US/Central,Regular Season
2023-07-02,01:15 PM,New York Yankees,St. Louis Cardinals,Busch Stadium,US/Central,Regular Season
2023-07-02,01:20 PM,Cleveland Guardians,Chicago Cubs,Wrigley Field,US/Central,Regular Season
2023-07-02,12:35 PM,Houston Astros,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-07-02,01:10 PM,Detroit Tigers,Colorado Rockies,Coors Field,US/Mountain,Regular Season
2023-07-02,01:07 PM,Arizona Diamondbacks,Los Angeles Angels,Angel Stadium,US/Pacific,Regular Season
2023-07-02,01:07 PM,Chicago White Sox,Oakland Athletics,Oakland Coliseum,US/Pacific,Regular Season
2023-07-02,01:10 PM,Tampa Bay Rays,Seattle Mariners,T-Mobile Park,US/Pacific,Regular Season
2023-07-03,12:05 PM,Houston Astros,Texas Rangers,Globe Life Field,US/Mountain,Regular Season
2023-07-03,01:10 PM,Chicago Cubs,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-07-03,06:05 PM,Cincinnati Reds,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-07-03,06:40 PM,St. Louis Cardinals,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-07-03,07:05 PM,Baltimore Orioles,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-07-03,06:40 PM,Kansas City Royals,Minnesota Twins,Target Field,US/Central,Regular Season
2023-07-03,06:40 PM,Los Angeles Angels,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-07-03,06:45 PM,Seattle Mariners,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-07-03,07:10 PM,Pittsburgh Pirates,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-07-03,07:10 PM,Atlanta Braves,Cleveland Guardians,Progressive Field,US/Eastern,Regular Season
2023-07-04,11:05 AM,Cincinnati Reds,Washington Nationals,Nationals Park,US/Eastern,Regular Season
2023-07-04,01:10 PM,St. Louis Cardinals,Miami Marlins,loanDepot park,US/Eastern,Regular Season
2023-07-04,01:35 PM,Texas Rangers,Boston Red Sox,Fenway Park,US/Eastern,Regular Season
2023-07-04,01:10 PM,Kansas City Royals,Minnesota Twins,Target Field,US/Central,Regular Season
2023-07-04,01:05 PM,Seattle Mariners,San Francisco Giants,Oracle Park,US/Pacific,Regular Season
2023-07-04,04:10 PM,Philadelphia Phillies,Tampa Bay Rays,Tropicana Field,US/Eastern,Regular Season
2023-07-04,03:10 PM,Chicago Cubs,Milwaukee Brewers,American Family Field,US/Central,Regular Season
2023-07-04,03:40 PM,Los Angeles Angels,San Diego Padres,Petco Park,US/Pacific,Regular Season
2023-07-04,07:10 PM,Oakland Athletics,Detroit Tigers,Comerica Park,US/Eastern,Regular Season
2023-07-04,07:10 PM,Toronto Blue Jays,Chicago White Sox,Guaranteed Rate Field,US/Central,Regular Season
2023-07-04,06:10 PM,Pittsburgh Pirates,Los Angeles Dodgers,Dodger Stadium,US/Pacific,Regular Season
2023-07-04,03:33 AM,Baltimore Orioles,New York Yankees,Yankee Stadium,US/Eastern,Regular Season
2023-07-04,02:10 PM,Colorado Rockies,Houston Astros,Minute Maid Park,US/Mountain,Regular Season
2023-07-04,01:10 PM,New York Mets,Arizona Diamondbacks,Chase Field,US/Arizona,Regular Season
